Domain	Phylum	Class	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Actinobacteriota	Coriobacteriia	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.07918124604762	0.0041772907285846	0.41772907285846	154
Bacteria	Actinobacteriota	Coriobacteriia	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.08686807471392	0.00532564450474898	0.532564450474898	157
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.10429196663066	0.00375862306052758	0.375862306052758	164
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.569875307956561	0.00129458658399482	0.129458658399482	38
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.0182248201062	0.00336545816123604	0.336545816123604	132
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.594234653816006	0.00131964337442467	0.131964337442467	41
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.950781977329818	0.00216108872145319	0.216108872145319	111
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.24480707142514	0.00374731469367318	0.374731469367318	232
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.783290890036055	0.00122169454195058	0.122169454195058	71
Bacteria	Actinobacteriota	Coriobacteriia	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.13262556527459	0.00314347461108432	0.314347461108432	176
Bacteria	Bacteroidota	Bacteroidia	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.20016624636311	0.502571422098371	50.2571422098371	22183
Bacteria	Bacteroidota	Bacteroidia	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.79078764526702	0.427955390334572	42.7955390334572	8634
Bacteria	Bacteroidota	Bacteroidia	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.11458715789932	0.450827990791851	45.0827990791851	18213
Bacteria	Bacteroidota	Bacteroidia	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.11767367223807	0.447685060893759	44.7685060893759	18343
Bacteria	Bacteroidota	Bacteroidia	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.07765336072158	0.411397230625446	41.1397230625446	16727
Bacteria	Bacteroidota	Bacteroidia	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.02714566577434	0.400910119015564	40.0910119015564	14889
Bacteria	Bacteroidota	Bacteroidia	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.15248491208171	0.53354272368527	53.354272368527	19875
Bacteria	Bacteroidota	Bacteroidia	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.06357459644211	0.426996809324157	42.6996809324157	16193
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.17297802363154	0.45365673104139	45.365673104139	20836
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.26673553813459	0.52492692432608	52.492692432608	25860
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.93503917903523	0.459142040038132	45.9142040038132	12041
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.78237023244545	0.335207030322223	33.5207030322223	8468
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.27278613961646	0.507155842648822	50.7155842648822	26223
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.29675918322411	0.506479027688934	50.6479027688934	27712
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.18707733694711	0.450236372003514	45.0236372003514	21524
Bacteria	Bacteroidota	Bacteroidia	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.2885526209389	0.47457242582897	47.457242582897	27193
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.2629762649983	0.492309169467115	49.2309169467115	25637
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.30421346589366	0.517483801097671	51.7483801097671	28192
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.27785469399894	0.573730078065869	57.3730078065869	26531
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.17189353819195	0.410653599936774	41.0653599936774	20784
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31834660777722	0.692710191461529	69.2710191461529	29125
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.30923462122805	0.494967025338424	49.4967025338424	28520
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.27642897644112	0.459711767466926	45.9711767466926	26444
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.97051290998289	0.371580503895808	37.1580503895808	13067
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.21720184320892	0.513636262439611	51.3636262439611	23071
Bacteria	Bacteroidota	Bacteroidia	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.2233104797639	0.463170813785458	46.3170813785458	23398
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.26211192963361	0.417921662147594	41.7921662147594	25586
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.23361246531402	0.423703336929035	42.3703336929035	23960
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.19035171127976	0.508451926007549	50.8451926007549	21687
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.16324658923843	0.472352954814179	47.2352954814179	20374
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31664419273237	0.471823312244865	47.1823312244865	29011
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.2775601017102	0.439728662885196	43.9728662885196	26513
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.23912064672498	0.504019108941739	50.4019108941739	24266
Bacteria	Bacteroidota	Bacteroidia	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.20717255664249	0.474600534725585	47.4600534725585	22544
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.94571471405986	0.379081554292735	37.9081554292735	12341
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.03762566991472	0.384953183756909	38.4953183756909	15253
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.87811127039085	0.338179722026516	33.8179722026516	10560
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.03685693132534	0.408400836864975	40.8400836864975	15226
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.11944442606488	0.455891089108911	45.5891089108911	18418
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.06475205462863	0.457135617556801	45.7135617556801	16237
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.98107398191212	0.363180166006619	36.3180166006619	13389
Bacteria	Bacteroidota	Bacteroidia	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.85269778336205	0.337822252374491	33.7822252374491	9959
Bacteria	Bacteroidota	Bacteroidia	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.11814657965335	0.42085119061261	42.085119061261	18363
Bacteria	Bacteroidota	Bacteroidia	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.90648896506805	0.384083398630464	38.4083398630464	11274
Bacteria	Bacteroidota	Bacteroidia	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.05277636377849	0.402707664066085	40.2707664066085	15795
Bacteria	Bacteroidota	Bacteroidia	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	2.91517362052781	0.370208246161769	37.0208246161769	11502
Bacteria	Bacteroidota	Bacteroidia	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.17235268949628	0.405077585032027	40.5077585032027	20806
Bacteria	Bacteroidota	Bacteroidia	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.29810418503534	0.448999370063478	44.8999370063478	27798
Bacteria	Bacteroidota	Bacteroidia	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.2153542601469	0.395295615665221	39.5295615665221	22973
Bacteria	Bacteroidota	Bacteroidia	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.22573376694266	0.420243262069335	42.0243262069335	23529
Bacteria	Campilobacterota	Campylobacteria	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.109144469425068	9.06228052289359e-05	0.00906228052289359	4
Bacteria	Campilobacterota	Campylobacteria	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.33959339080334	0.00722790168073467	0.722790168073467	292
Bacteria	Campilobacterota	Campylobacteria	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.78124232736079	0.020462874148405	2.0462874148405	832
Bacteria	Campilobacterota	Campylobacteria	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.71060085470464	0.0189832516559858	1.89832516559858	705
Bacteria	Campilobacterota	Campylobacteria	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.84554097170171	0.0254990375234027	2.54990375234027	967
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.89447430443583	0.0236016460188552	2.36016460188552	1084
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.6232492903979	0.0116515102305943	1.16515102305943	574
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.75423909297823	0.0297807435653003	2.97807435653003	781
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.22990114604994	0.0935397039030956	9.35397039030956	2363
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.6165505280492	0.0109271651259042	1.09271651259042	565
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.08072953461049	0.030558347802248	3.0558347802248	1672
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.77711598295204	0.0172363301677614	1.72363301677614	824
Bacteria	Campilobacterota	Campylobacteria	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.60699520900347	0.0986038394415358	9.86038394415358	5650
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.66363362942889	0.123648583773404	12.3648583773404	6439
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.41521190578066	0.0665944675930175	6.65944675930175	3628
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.04111058415324	0.0329779642324244	3.29779642324244	1525
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.45701633694194	0.00764640796649016	0.764640796649016	387
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.02000593462687	0.0345344273992151	3.45344273992151	1452
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.20547503674089	0.038753904894134	3.8753904894134	2233
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.56229286445647	0.0885906506962432	8.85906506962432	5096
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.64968248898917	0.177301939373258	17.7301939373258	6235
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.50398512876533	0.0991606741322884	9.91606741322884	4454
Bacteria	Campilobacterota	Campylobacteria	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.29635173338621	0.0545558920759348	5.45558920759348	2756
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.7684266628394	0.133938780177061	13.3938780177061	8200
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.53384465859918	0.0843869918124105	8.43869918124105	4772
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.03198521663639	0.0350033995264108	3.50033995264108	1493
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.08355380663944	0.0390188486773468	3.90188486773468	1683
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.67321844840221	0.107063281669296	10.7063281669296	6583
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.09166695759568	0.0284439579394301	2.84439579394301	1715
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.79189106179797	0.0177173122858033	1.77173122858033	853
Bacteria	Campilobacterota	Campylobacteria	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.78329089003605	0.0175996294814846	1.75996294814846	836
