"Taxa"	"pValue"	"R2"	"direction"	"Adj_pValue"
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus"	0.0625531272745702	0.200297537955586	"Control"	0.101475073134303
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus"	0.514281934474495	0.0270527028247343	"Control"	0.55209678259762
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009"	8.87932496078488e-05	0.627658277050197	"Smoke"	0.00040511920133581
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.__"	0.451079750788281	0.035956161194293	"Smoke"	0.498921542538554
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter"	0.000151217053174431	0.602878616073225	"Control"	0.00058099183588071
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group"	0.173345595736208	0.112633967294695	"Smoke"	0.23378276897193
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter"	2.88648831714095e-05	0.675195766491877	"Control"	0.000162087420885607
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005"	0.191585897164246	0.104107664130548	"Smoke"	0.245364394613859
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus"	0.000105406289866895	0.619840856496098	"Smoke"	0.000452627009428431
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis"	0.487689994446499	0.0305762653497887	"Smoke"	0.531363725292454
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae"	0.0493262696338503	0.220426872822253	"Control"	0.085733754363597
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus"	0.219190071923755	0.0927360697970706	"Smoke"	0.266681254173902
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010"	0.0817848826116336	0.177346655274244	"Control"	0.124381175638526
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family_XIII_UCG.001"	0.176137702650085	0.111268772208579	"Smoke"	0.23378276897193
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._brachy_group"	0.0266987946440142	0.271198482481751	"Smoke"	0.0499746668977702
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group"	0.315369756218878	0.0629237326036355	"Smoke"	0.365452691066641
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia"	3.62997841759901e-09	0.892693282163632	"Control"	5.29976848969456e-08
"d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae.g__Candidatus_Saccharimonas"	0.166972110361534	0.115839002458752	"Control"	0.229980453894188
"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella"	0.000279279481588689	0.572389408448652	"Smoke"	0.000970828674094016
"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia"	0.000322903545305033	0.564860984534125	"Smoke"	0.00107145267305761
"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia"	0.982832245034886	2.98572857761848e-05	"Control"	0.982832245034886
"Other"	0.00500136745238679	0.397921606748761	"Control"	0.0117774136782012
