"Taxa"	"pValue"	"R2"	"direction"	"Adj_pValue"
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009"	0.00219015694359068	0.433112057007264	"Control"	0.00467628104172065
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.__"	0.00411706655072997	0.392269942443333	"Control"	0.00765078584340699
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter"	0.0329790541889901	0.240618365950363	"Control"	0.0449197462229348
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group"	9.04507849721315e-06	0.695800448090739	"Control"	3.96978445155466e-05
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter"	3.5016410423977e-05	0.644659925022756	"Control"	0.000110651856939767
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005"	0.0224098064298542	0.270638371642985	"Control"	0.0316138340706871
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus"	1.46150588152394e-06	0.753514693838486	"Control"	7.69726430935944e-06
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis"	0.821373599683604	0.0030832519212313	"NNK"	0.842707978896165
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola"	0.000149010537882349	0.580843558664533	"NNK"	0.00037973653202276
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae"	0.00862328557483411	0.341312249680606	"Control"	0.0133576384394489
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010"	0.00253276967238174	0.423923745321003	"Control"	0.00526549484521466
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group.g__.Eubacterium._coprostanoligenes_group"	0.0286662657392385	0.251594266702791	"NNK"	0.039730438480699
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family_XIII_AD3011_group"	0.915033556676387	0.000689331312321287	"Control"	0.915033556676387
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__Family_XIII_UCG.001"	0.000132928907756671	0.586247275358368	"Control"	0.000362116679750931
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._brachy_group"	0.201379295902126	0.0941304307006045	"NNK"	0.237447229496536
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group"	1.79679329388514e-05	0.670827172348097	"Control"	7.424308973018e-05
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia"	0.00685292027544985	0.35750970914064	"Control"	0.0112787646200112
"d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae.g__Candidatus_Saccharimonas"	1.1015450131038e-06	0.76145123573268	"Control"	6.69400431039999e-06
"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella"	0.0205263248218798	0.277351411420934	"NNK"	0.0300292529801575
"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Enterobacter"	0.00442947129467481	0.387378730316687	"NNK"	0.00795291436998432
"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Rodentibacter"	0.241800180974067	0.0796295773171111	"NNK"	0.276843685463062
"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae.g__Chlamydia"	0.236849843369332	0.0812542565629082	"Control"	0.275163788620253
"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia"	9.20757366405041e-18	0.987972590159062	"NNK"	2.25514340661432e-16
"Other"	0.000162621649033884	0.576662692837678	"NNK"	0.0004014721960524
