SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	Other
SMK-Neo4-S115	WT	SMK_Neo4	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	2.63974465762346	1.42172576569288	0	0	0.73298909162545	2.58746151384496	1.70121608350075	0	0	0.258832315869526	0	1.59802001352622	0	0	0.708515322242249	0.816609502202819	0	0.41373427585527	0	0	0	0	0.96657624451305	0.665546248849069
SMK-Neo5-S120	WT	SMK_Neo5	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	2.40127286343772	1.8284689349045	0	0	0.24073409377673	2.34417387062197	1.3848775358328	0	0	0.24073409377673	0	1.83179870080323	0	0	1.7160033436348	0.324511091513504	0	0.316824262847213	0	0	0	0.136837959908008	0.916941098889173	0.860892307197489
SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	2.74298683332039	1.40748532657827	0	0	1.36451625318509	0.767293322795435	1.88732550578876	0	0.181420092560748	0.629334076194624	0	2.16676988165425	0	0	1.91965908842514	1.43904014112004	0	0.654996066515761	0	0	0	0.170696227168975	1.71476427151925	1.39665130006499
SMK-Neo7-S130	WT	SMK_Neo7	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	2.45161588987831	1.54452737224281	0	0	0.466263327131454	2.46178744897088	1.09368104287786	0	0	0	0	1.09626613671235	0	0	0.492915521902894	0.301029995663981	0	0	0	0	0	0.112704280191288	1.41062104043113	0.589825534910951
SMK-Neo8-S135	WT	SMK_Neo8	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	2.80836104012748	0.498055161555305	0	0	1.3082085802911	0.381549592483868	1.60884286341572	0	0.112704280191288	0.181420092560748	0	1.68590753149678	0	0.541764089440711	1.71969948919476	1.00320513987521	0	0.758967934011304	0	0	0	0	1.37617126390987	1.27020422089694
SMK1-S117	WT	SMK1	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.621714679324432	1.85643796577124	2.03772153496413	0	0.842794085104693	0.284639579475812	2.26051305840034	1.96813689715562	0.284639579475812	0.871832293261501	0.0737862141609186	0.73298909162545	1.85351795049647	0	0.0871501757189002	1.46736141743051	1.08977431954505	0.191885526238913	0.692487876808098	0.100115152883268	0	0	0.950653278415881	0.689210167046863	1.03698356625317
SMK10-S123	WT	SMK10	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.70535680299742	2.15589808553355	2.1685193079147	0	1.37277566817636	0.35396607085178	2.2114962884255	2.11690278101176	0.401145148547249	0.711651036095108	0.148419832457823	0.73889795123597	2.11480860415796	0	0.301029995663981	1.72457925381285	1.33131479956845	0.401145148547249	0.909080350681131	0.2120889123272	0.191885526238913	0	1.13801014545606	0.503134687084581	1.14956121151663
SMK11-S128	WT	SMK11	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	1.0871501757189	1.90609549713167	2.18699816695089	0	0.555407970107258	0.258832315869526	1.63234479523243	2.53674543696921	1.34169092920528	1.50060235056919	0.541764089440711	1.13683795990801	1.79882961471006	0.471726222832956	0	1.38021124171161	1.15858583716672	0	0.568636235841013	0	0.100115152883268	1.15296746020854	0.508155488459631	1.05999792967529	1.65321251377534
SMK2-S122	WT	SMK2	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.916941098889173	1.91459777765415	2.08331677996599	0	1.07378621416092	0.41373427585527	1.51802624248593	2.26490523258655	1.23702215253101	1.24532984546588	0.498055161555305	0.806682338969808	2.03118396464368	0.585669575139793	0.316824262847213	1.78612018005492	1.35039161049348	0	0.640518243147138	0.2120889123272	0.202104691420599	0.73298909162545	0.698970004336019	0.73298909162545	1.16742674260413
SMK3-S127	WT	SMK3	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.819056238149907	1.66065470659381	2.07446426969585	0	0.449449828121804	0.498055161555305	2.30127120338021	2.28655626167801	0.181420092560748	0.804164682748562	0.112704280191288	0.811674284527307	1.69864818551292	0	0	1.2444145775151	0.911058916663219	0.24073409377673	0.492915521902894	0.100115152883268	0.0737862141609186	0	0.449449828121804	0.625541087177485	1.39922490452616
SMK4-S132	WT	SMK4	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.708515322242249	1.61395921462767	1.85193746454456	0	0.401145148547249	0.258832315869526	1.57467419083833	2.25856633985923	0.761760834195474	1.06139662486785	0.258832315869526	0.89701583927975	1.48403607105328	0.689210167046863	0	1.19291833167668	0.735953570589189	0	0.276206411938949	0	0.0871501757189002	1.0831839885013	0	0	1.27106677228654
SMK5-S137	WT	SMK5	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.978569359172307	1.59598584361577	1.98743452643137	0	0.744727494896694	0	1.50009410653002	2.41416835333459	1.11021547978759	1.13801014545606	0.267606240177031	0.756156956677476	1.51802624248593	0.625541087177485	0	1.26760624017703	0.920818753952375	0	0.292912105441802	0	0.112704280191288	1.08977431954505	0.202104691420599	0.70217514421123	1.60765355783842
SMK7-S108	WT	SMK7	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.986937527160758	1.82463196256341	2.01796032893974	0	0.477121254719662	0.170696227168975	1.75756471960187	2.14612803567824	1.06694678963061	0.971756757016831	0.1249387366083	0	1.83604265459392	0	0.112704280191288	1.46073083853149	1.14727544580909	0.112704280191288	0.814148903655163	0.112704280191288	0	0	0.633094225067931	0.407485326578268	1.19394868680269
SMK8-S113	WT	SMK8	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.991882109777821	2.04343505464164	2.1452079199063	0	0.935992156867032	0.961333189100678	2.3896909908879	1.72970462131219	0	0.202104691420599	0.292912105441802	0	2.03103423373997	0	0.181420092560748	1.70914427887919	1.41497334797082	0.492915521902894	1.01268103175909	0.191885526238913	0.181420092560748	0	1.23515421639589	0.968309957322051	0.916941098889173
SMK9-S118	WT	SMK9	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.70217514421123	1.93299959045674	2.03178237256736	0	0.892918691138705	0.388180171382881	2.38108163871377	2.1788704111754	0.316824262847213	0.669006780958576	0.276206411938949	0.828707623826088	1.89599517022734	0	0.202104691420599	1.56074772362796	1.20411998265592	0.267606240177031	0.717855348496393	0.112704280191288	0	0	0.954242509439325	0.629334076194624	1.34823272709884
