SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia	d__Bacteria.p__Bacteroidota.c__Bacteroidia	d__Bacteria.p__Campilobacterota.c__Campylobacteria	d__Bacteria.p__Deferribacterota.c__Deferribacteres	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia	d__Bacteria.p__Firmicutes.c__Bacilli	d__Bacteria.p__Firmicutes.c__Clostridia	d__Bacteria.p__Patescibacteria.c__Saccharimonadia	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae	Other
D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	2.62428209583567	2.17794854406125	3.44216608578472	2.16647240358302	0.862472136083679	1.65732907997018	3.48527514316883	3.39136364161256	1.80130568620881	0	1.44045926899352	0.679946767022588	0.301029995663981	0.385350881364017
E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.81808443729158	2.31910605930978	3.39243313155555	2.20932348444828	1.50804850619972	1.27711783825857	3.61749459799499	2.78922805726733	0.705130313040837	0.154901959985743	2.01193275825837	0.602059991327962	0.922057826067924	1.0182248201062
E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.79751484707389	2.38483964589368	3.30429044525857	2.02442702284297	0.971143259977526	1.64345267648619	3.55164165869697	3.11570558489751	1.46982201597816	1.01223445641701	1.90925029569676	0.705130313040837	0.798354636471931	1.20798040346916
E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.90552604843505	2.43205257394954	3.45062295983458	2.27034604342198	0.96108193396963	1.56483508331704	3.6339010916591	2.95873448246284	1.25527250510331	0	2.31507025294426	0.891298462262386	0.466655821041497	1.31776495330767
E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.8843907291653	2.21691955884286	3.33535759014918	2.26380508765306	1.05526908864221	1.67864842679731	3.57696625812202	3.21066242467348	1.39794000867204	0	1.52781396295585	0.698970004336019	1.11632305405219	0
E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.7464117689804	2.28923847093442	3.31965620389026	0.86247213608368	0	1.20605448243312	3.53668467262093	3.05934700106265	0.487340419901349	0.666785320964618	2.05934700106265	0.624723975963906	0	0
E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.64338216841202	2.20817252666712	3.20328549113649	2.03342375548695	1.41971978299528	1.73979830412319	3.53030949329453	3.10670073236235	1.47400801929552	0.132625565274591	1.8795873482231	0.728933227713462	0.925753971627887	0.91832995354868
E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.68714660361233	2.26312861636067	3.31833170328722	2.22364425291872	1.55370969018901	1.22122788534778	3.49103134430983	2.87823446867504	1.50708447809711	0.914569804675374	1.95561903826813	0.8750612633917	0.359021942641668	0.950781977329818
E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.7514990556122	2.28764179824663	3.25390888783588	2.66531290799592	2.01193275825837	2.18912922075629	3.44644839967795	3.45201656596255	1.40041462779989	0.728933227713462	1.70020907645157	0.78837041556533	1.53239034336188	1.07398005236182
E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	2.8703202825808	2.19609719368255	3.31403283508753	2.38979870571733	1.56820172406699	1.06338697886439	3.62159167585922	3.11406264759172	1.65732907997018	1.42558079613045	1.92575397162789	1.08175866893544	0.971143259977526	1.12571357085826
